,name,coordinates,Bed,Bath,parking,price,closestTrain,closestTram,closeTrainKM
https://www.domain.com.au/3605-439-collins-street-melbourne-vic-3000-16203733,3605/439 Collins Street Melbourne VIC 3000,[-37.8176878 144.9597256],4,3,2,4500.0,POINT (144.96696993215096 -37.81829185075921),POINT (144.95943512337078 -37.81759381033591),2
https://www.domain.com.au/5401-308-exhibition-street-melbourne-vic-3000-16169678,5401/308 Exhibition Street Melbourne VIC 3000,[-37.8085173 144.9696285],3,2,4,3750.0,POINT (144.97291711643737 -37.81104082118253),POINT (144.96903307818343 -37.80808981021469),2
https://www.domain.com.au/4904-63-latrobe-st-melbourne-vic-3000-16527718,4904/63 Latrobe St Melbourne VIC 3000,[-37.8082025 144.9693999],3,3,2,2900.0,POINT (144.97291711643737 -37.81104082118253),POINT (144.96903307818343 -37.80808981021469),2
https://www.domain.com.au/6703-500-elizabeth-street-melbourne-vic-3000-16326099,6703/500 Elizabeth Street Melbourne VIC 3000,[-37.8072623 144.9602708],3,3,1,2800.0,POINT (144.96259988493512 -37.809925809549725),POINT (144.95985487968525 -37.806876879394764),2
https://www.domain.com.au/4802-316-318-queen-street-melbourne-vic-3000-16461958,4802/316-318 Queen Street Melbourne VIC 3000,[-37.8112667 144.9592612],3,3,2,2500.0,POINT (144.9556597971247 -37.81196781995968),POINT (144.95912804232498 -37.81099185978902),2
https://www.domain.com.au/1201-543-elizabeth-street-melbourne-vic-3000-16641915,1201/543 Elizabeth Street Melbourne VIC 3000,[-37.8054298 144.9586458],4,4,2,2500.0,POINT (144.96259988493512 -37.809925809549725),POINT (144.9595798394716 -37.80654783938512),2
https://www.domain.com.au/3007-35-spring-street-melbourne-vic-3000-16626386,3007/35 Spring Street Melbourne VIC 3000,[-37.8141725 144.9740049],3,2,2,2300.0,POINT (144.97291711643737 -37.81104082118253),POINT (144.9732907973558 -37.81354381123154),2
https://www.domain.com.au/3002-50-lorimer-street-melbourne-vic-3000-16428387,3002/50 Lorimer Street Melbourne VIC 3000,[-37.8245639 144.9475364],3,3,2,220000.0,POINT (144.9514168232869 -37.81792285015357),POINT (144.9475068636939 -37.8217118497713),3
https://www.domain.com.au/1707-151-berkeley-street-melbourne-vic-3000-16572882,1707/151 Berkeley Street Melbourne VIC 3000,[-37.8022049 144.9582151],2,2,1,2000.0,POINT (144.96259988493512 -37.809925809549725),POINT (144.957668959583 -37.80213486921014),3
https://www.domain.com.au/1301-17-spring-street-melbourne-vic-3000-16521436,1301/17 Spring Street Melbourne VIC 3000,[-37.8147493 144.9744021],3,2,2,1850.0,POINT (144.97291711643737 -37.81104082118253),POINT (144.9746181147463 -37.81530583140675),3
https://www.domain.com.au/1505-35-spring-street-melbourne-vic-3000-16543823,1505/35 Spring Street Melbourne VIC 3000,[-37.8141725 144.9740049],2,2,-1,1750.0,POINT (144.97291711643737 -37.81104082118253),POINT (144.9732907973558 -37.81354381123154),2
https://www.domain.com.au/2901-63-la-trobe-street-melbourne-vic-3000-16613085,2901/63 La Trobe Street Melbourne VIC 3000,[-37.8080736 144.9695946],3,2,1,1600.0,POINT (144.97291711643737 -37.81104082118253),POINT (144.96903307818343 -37.80808981021469),2
https://www.domain.com.au/2507-433-collins-st-melbourne-vic-3000-14707207,2507/433 Collins St Melbourne VIC 3000,[-37.8179178 144.9601207],3,2,1,1600.0,POINT (144.96696993215096 -37.81829185075921),POINT (144.9599189647953 -37.81735882032692),2
https://www.domain.com.au/191-350-st-kilda-road-melbourne-vic-3000-16640958,191/350 St Kilda Road Melbourne VIC 3000,[-37.8310667 144.9709519],3,3,3,1600.0,POINT (144.96696993215096 -37.81829185075921),POINT (144.97139108144668 -37.83150781200155),3
https://www.domain.com.au/1602-17-spring-street-melbourne-vic-3000-16488897,1602/17 Spring Street Melbourne VIC 3000,[-37.8147493 144.9744021],2,2,1,150000.0,POINT (144.97291711643737 -37.81104082118253),POINT (144.9746181147463 -37.81530583140675),3
https://www.domain.com.au/908-201-collins-street-melbourne-vic-3000-16644486,908/201 Collins Street Melbourne VIC 3000,[-37.8154091 144.9674094],1,1,1,145000.0,POINT (144.96696993215096 -37.81829185075921),POINT (144.9665750158566 -37.81571686041673),2
https://www.domain.com.au/3809-101-therry-st-melbourne-vic-3000-16392940,3809/101 Therry St Melbourne VIC 3000,[-37.8074149 144.9591227],3,2,2,1425.0,POINT (144.96259988493512 -37.809925809549725),POINT (144.95985487968525 -37.806876879394764),3
https://www.domain.com.au/114-299-queen-street-melbourne-vic-3000-16489206,114/299 Queen Street Melbourne VIC 3000,[-37.8114751 144.9586205],2,2,1,140000.0,POINT (144.9556597971247 -37.81196781995968),POINT (144.95871800180885 -37.81104783980747),2
https://www.domain.com.au/2302-17-spring-street-melbourne-vic-3000-16634889,2302/17 Spring Street Melbourne VIC 3000,[-37.8147493 144.9744021],2,2,1,140000.0,POINT (144.97291711643737 -37.81104082118253),POINT (144.9746181147463 -37.81530583140675),3
https://www.domain.com.au/2701-63-la-trobe-street-melbourne-vic-3000-16633428,2701/63 La Trobe Street Melbourne VIC 3000,[-37.8080736 144.9695946],2,2,1,1350.0,POINT (144.97291711643737 -37.81104082118253),POINT (144.96903307818343 -37.80808981021469),2
https://www.domain.com.au/5001a-260-spencer-street-melbourne-vic-3000-16643284,5001a/260 Spencer Street Melbourne VIC 3000,[-37.8146582 144.952673 ],3,2,1,1300.0,POINT (144.9514168232869 -37.81792285015357),POINT (144.95231682609315 -37.81494682011984),3
https://www.domain.com.au/2501-82-flinders-street-melbourne-vic-3000-13476696,2501/82 Flinders Street Melbourne VIC 3000,[-37.815919 144.971946],3,2,2,1250.0,POINT (144.96696993215096 -37.81829185075921),POINT (144.97050584530072 -37.816550800979506),2
https://www.domain.com.au/304-543-elizabeth-street-melbourne-vic-3000-16628548,304/543 Elizabeth Street Melbourne VIC 3000,[-37.8054298 144.9586458],3,3,2,1250.0,POINT (144.96259988493512 -37.809925809549725),POINT (144.9595798394716 -37.80654783938512),2
https://www.domain.com.au/5503-260-spencer-street-melbourne-vic-3000-16517689,5503/260 Spencer Street Melbourne VIC 3000,[-37.8145655 144.9522802],3,2,1,1250.0,POINT (144.9514168232869 -37.81792285015357),POINT (144.95231682609315 -37.81494682011984),3
https://www.domain.com.au/110-250-elizabeth-street-melbourne-vic-3000-16011228,110/250 Elizabeth Street Melbourne VIC 3000,[-37.812564  144.9628184],1,1,1,1225.0,POINT (144.96259988493512 -37.809925809549725),POINT (144.9627640518169 -37.81343382994542),2
https://www.domain.com.au/5-300-king-street-melbourne-vic-3000-16597253,5/300 King Street Melbourne VIC 3000,[-37.8131981 144.9544542],3,2,1,1200.0,POINT (144.9556597971247 -37.81196781995968),POINT (144.95373811325365 -37.81246687002762),1
https://www.domain.com.au/325-collins-street-melbourne-vic-3000-14154581,325 Collins Street Melbourne VIC 3000,[-37.8166442 144.9635498],2,2,-1,1200.0,POINT (144.96696993215096 -37.81829185075921),POINT (144.96340989479367 -37.816409860289966),2
https://www.domain.com.au/63-la-trobe-street-melbourne-vic-3000-16612451,63 La Trobe Street Melbourne VIC 3000,[-37.8080736 144.9695946],2,2,1,1200.0,POINT (144.97291711643737 -37.81104082118253),POINT (144.96903307818343 -37.80808981021469),2
https://www.domain.com.au/3805-601-little-lonsdale-street-melbourne-vic-3000-16598428,3805/601 Little Lonsdale Street Melbourne VIC 3000,[-37.8137438 144.9536855],3,2,1,1200.0,POINT (144.9556597971247 -37.81196781995968),POINT (144.95373811325365 -37.81246687002762),2
https://www.domain.com.au/75-350-st-kilda-road-melbourne-vic-3000-16573793,75/350 St Kilda Road Melbourne VIC 3000,[-37.8310667 144.9709519],2,2,2,1195.0,POINT (144.96696993215096 -37.81829185075921),POINT (144.97139108144668 -37.83150781200155),3
https://www.domain.com.au/110-133-bourke-street-melbourne-vic-3000-16011359,110/133 Bourke Street Melbourne VIC 3000,[-37.8126375 144.9693068],1,1,1,1155.0,POINT (144.97291711643737 -37.81104082118253),POINT (144.96917492532057 -37.81245481051848),2
https://www.domain.com.au/4207-63-la-trobe-street-melbourne-vic-3000-16569246,4207/63 La Trobe Street Melbourne VIC 3000,[-37.8082025 144.9693999],2,2,-1,1150.0,POINT (144.97291711643737 -37.81104082118253),POINT (144.96903307818343 -37.80808981021469),2
https://www.domain.com.au/807d-648-lonsdale-street-melbourne-vic-3000-16577995,807d/648 Lonsdale Street Melbourne VIC 3000,[-37.8147452 144.9528444],3,2,1,1150.0,POINT (144.9514168232869 -37.81792285015357),POINT (144.95231682609315 -37.81494682011984),3
https://www.domain.com.au/8010-228-la-trobe-street-melbourne-vic-3000-15304225,8010/228 La Trobe Street Melbourne VIC 3000,[-37.8096052 144.962371 ],3,2,-1,1100.0,POINT (144.96259988493512 -37.809925809549725),POINT (144.96347108512063 -37.80963384947673),1
https://www.domain.com.au/3b2b-250-spencer-street-melbourne-vic-3000-16581083,3B2B/250 Spencer Street Melbourne VIC 3000,[-37.8143108 144.952562 ],3,2,-1,1100.0,POINT (144.9556597971247 -37.81196781995968),POINT (144.95231682609315 -37.81494682011984),2
https://www.domain.com.au/5907-442-elizabeth-street-melbourne-vic-3000-14032596,5907/442 Elizabeth Street Melbourne VIC 3000,[-37.8088155 144.9612861],3,2,1,1100.0,POINT (144.96259988493512 -37.809925809549725),POINT (144.96160196452496 -37.81027779962981),2
https://www.domain.com.au/5005-500-elizabeth-street-melbourne-vic-3000-16565475,5005/500 Elizabeth Street Melbourne VIC 3000,[-37.8072623 144.9602708],3,2,-1,1100.0,POINT (144.96259988493512 -37.809925809549725),POINT (144.95985487968525 -37.806876879394764),2
https://www.domain.com.au/4708-560-lonsdale-street-melbourne-vic-3000-16640127,4708/560 Lonsdale Street Melbourne VIC 3000,[-37.8139691 144.9556528],3,2,1,110000.0,POINT (144.9556597971247 -37.81196781995968),POINT (144.95680495893518 -37.81244787996076),2
https://www.domain.com.au/6005-500-elizabeth-street-melbourne-vic-3000-16607083,6005/500 Elizabeth Street Melbourne VIC 3000,[-37.8072623 144.9602708],3,2,-1,1100.0,POINT (144.96259988493512 -37.809925809549725),POINT (144.95985487968525 -37.806876879394764),2
https://www.domain.com.au/3b2b-624-lonsdale-street-melbourne-vic-3000-16395398,3B2B/624 Lonsdale Street Melbourne VIC 3000,[-37.8145462 144.9535869],3,2,-1,1150.0,POINT (144.9556597971247 -37.81196781995968),POINT (144.95231682609315 -37.81494682011984),2
https://www.domain.com.au/2604c-250-spencer-street-melbourne-vic-3000-16627947,2604C/250 Spencer Street Melbourne VIC 3000,[-37.8144958 144.9522648],3,2,-1,110000.0,POINT (144.9514168232869 -37.81792285015357),POINT (144.95231682609315 -37.81494682011984),3
https://www.domain.com.au/4104-63-la-trobe-street-melbourne-vic-3000-16580123,4104/63 La Trobe Street Melbourne VIC 3000,[-37.8082025 144.9693999],2,2,-1,1080.0,POINT (144.97291711643737 -37.81104082118253),POINT (144.96903307818343 -37.80808981021469),2
https://www.domain.com.au/250-elizabeth-street-melbourne-vic-3000-9346440,250 Elizabeth Street Melbourne VIC 3000,[-37.812564  144.9628184],1,1,1,1050.0,POINT (144.96259988493512 -37.809925809549725),POINT (144.9627640518169 -37.81343382994542),2
https://www.domain.com.au/2813-560-lonsdale-street-melbourne-vic-3000-16433879,2813/560 Lonsdale Street Melbourne VIC 3000,[-37.8139559 144.9556588],3,2,1,105000.0,POINT (144.9556597971247 -37.81196781995968),POINT (144.95680495893518 -37.81244787996076),2
https://www.domain.com.au/2610-265-exhibition-street-melbourne-vic-3000-16020450,2610/265 Exhibition Street Melbourne VIC 3000,[-37.8095116 144.9691204],3,2,2,105000.0,POINT (144.97291711643737 -37.81104082118253),POINT (144.96854311882217 -37.8081718000971),2
https://www.domain.com.au/4008-27-therry-street-melbourne-vic-3000-15103469,4008/27 Therry Street Melbourne VIC 3000,[-37.8069882 144.9610136],3,2,1,1050.0,POINT (144.96259988493512 -37.809925809549725),POINT (144.95985487968525 -37.806876879394764),2
https://www.domain.com.au/3303-500-elizabeth-street-melbourne-vic-3000-15799286,3303/500 Elizabeth Street Melbourne VIC 3000,[-37.8072623 144.9602708],3,2,1,1050.0,POINT (144.96259988493512 -37.809925809549725),POINT (144.95985487968525 -37.806876879394764),2
https://www.domain.com.au/4907-33-rose-lane-melbourne-vic-3000-16648412,4907/33 Rose Lane Melbourne VIC 3000,[-37.8150001 144.9538708],3,2,-1,1050.0,POINT (144.9556597971247 -37.81196781995968),POINT (144.95238702615683 -37.81529980012705),2
https://www.domain.com.au/305-543-elizabeth-street-melbourne-vic-3000-16628549,305/543 Elizabeth Street Melbourne VIC 3000,[-37.8054298 144.9586458],2,2,1,1050.0,POINT (144.96259988493512 -37.809925809549725),POINT (144.9595798394716 -37.80654783938512),2
https://www.domain.com.au/3205-28-timothy-lane-melbourne-vic-3000-16574755,3205/28 Timothy Lane Melbourne VIC 3000,[-37.8122723 144.9611337],3,2,1,1050.0,POINT (144.96259988493512 -37.809925809549725),POINT (144.9617841259945 -37.81109184970908),2
https://www.domain.com.au/1701-265-exhibition-street-melbourne-vic-3000-16589022,1701/265 Exhibition Street Melbourne VIC 3000,[-37.8095116 144.9691204],3,2,1,1000.0,POINT (144.97291711643737 -37.81104082118253),POINT (144.96854311882217 -37.8081718000971),2
https://www.domain.com.au/3108-560-lonsdale-street-melbourne-vic-3000-16657056,3108/560 Lonsdale Street Melbourne VIC 3000,[-37.8139691 144.9556528],3,2,1,100000.0,POINT (144.9556597971247 -37.81196781995968),POINT (144.95680495893518 -37.81244787996076),2
https://www.domain.com.au/5603-500-elizabeth-street-melbourne-vic-3000-16612253,5603/500 Elizabeth Street Melbourne VIC 3000,[-37.8072623 144.9602708],3,2,-1,1000.0,POINT (144.96259988493512 -37.809925809549725),POINT (144.95985487968525 -37.806876879394764),2
https://www.domain.com.au/4613-560-lonsdale-street-melbourne-vic-3000-16555193,4613/560 Lonsdale Street Melbourne VIC 3000,[-37.8139559 144.9556588],3,2,1,100000.0,POINT (144.9556597971247 -37.81196781995968),POINT (144.95680495893518 -37.81244787996076),2
https://www.domain.com.au/1604c-633-little-lonsdale-street-melbourne-vic-3000-16579001,1604C/633 Little Lonsdale Street Melbourne VIC 3000,[-37.8141774 144.9525524],3,2,-1,100000.0,POINT (144.9556597971247 -37.81196781995968),POINT (144.95231682609315 -37.81494682011984),2
https://www.domain.com.au/2305-101-therry-st-melbourne-vic-3000-16472483,2305/101 Therry St Melbourne VIC 3000,[-37.8074149 144.9591227],2,2,-1,995.0,POINT (144.96259988493512 -37.809925809549725),POINT (144.95985487968525 -37.806876879394764),3
https://www.domain.com.au/1311-668-bourke-street-melbourne-vic-3000-16655280,1311/668 Bourke Street Melbourne VIC 3000,[-37.8166019 144.9542003],3,1,2,99000.0,POINT (144.9514168232869 -37.81792285015357),POINT (144.9540030700411 -37.81683286018403),3
https://www.domain.com.au/3807-63-la-trobe-street-melbourne-vic-3000-16579697,3807/63 La Trobe Street Melbourne VIC 3000,[-37.8082025 144.9693999],2,2,-1,980.0,POINT (144.97291711643737 -37.81104082118253),POINT (144.96903307818343 -37.80808981021469),2
https://www.domain.com.au/5-414-bourke-street-melbourne-vic-3000-15325114,5/414 Bourke Street Melbourne VIC 3000,[-37.8145267 144.9614603],2,2,-1,980.0,POINT (144.96259988493512 -37.809925809549725),POINT (144.96006008723458 -37.815108820133624),2
https://www.domain.com.au/8107-228-la-trobe-street-melbourne-vic-3000-16599602,8107/228 La Trobe Street Melbourne VIC 3000,[-37.8096052 144.962371 ],2,2,1,980.0,POINT (144.96259988493512 -37.809925809549725),POINT (144.96347108512063 -37.80963384947673),1
https://www.domain.com.au/2101-200-spencer-st-melbourne-vic-3000-11931687,2101/200 Spencer St Melbourne VIC 3000,[-37.816228  144.9532465],2,1,1,980.0,POINT (144.9514168232869 -37.81792285015357),POINT (144.95351994873388 -37.8170498501825),3
https://www.domain.com.au/30-180-little-collins-street-melbourne-vic-3000-16621102,30/180 Little Collins Street Melbourne VIC 3000,[-37.8138453 144.9679157],2,2,2,98000.0,POINT (144.96696993215096 -37.81829185075921),POINT (144.9683598875971 -37.8127558603978),2
https://www.domain.com.au/3006-81-abeckett-st-melbourne-vic-3000-16466488,3006/81 Abeckett St Melbourne VIC 3000,[-37.8092252 144.9613779],2,1,1,980.0,POINT (144.96259988493512 -37.809925809549725),POINT (144.96160196452496 -37.81027779962981),1
https://www.domain.com.au/24-180-little-collins-street-melbourne-vic-3000-16433695,24/180 Little Collins Street Melbourne VIC 3000,[-37.8138601 144.9679067],2,2,2,980.0,POINT (144.96696993215096 -37.81829185075921),POINT (144.9683598875971 -37.8127558603978),2
https://www.domain.com.au/1012-101-therry-st-melbourne-vic-3000-16123686,1012/101 Therry St Melbourne VIC 3000,[-37.8074149 144.9591227],2,2,1,975.0,POINT (144.96259988493512 -37.809925809549725),POINT (144.95985487968525 -37.806876879394764),3
https://www.domain.com.au/1503-63-la-trobe-street-melbourne-vic-3000-16633674,1503/63 La Trobe Street Melbourne VIC 3000,[-37.8080736 144.9695946],2,2,-1,960.0,POINT (144.97291711643737 -37.81104082118253),POINT (144.96903307818343 -37.80808981021469),2
https://www.domain.com.au/5313d-648-lonsdale-street-melbourne-vic-3000-16619186,5313D/648 Lonsdale Street Melbourne VIC 3000,[-37.8144537 144.9534426],2,2,1,960.0,POINT (144.9556597971247 -37.81196781995968),POINT (144.95231682609315 -37.81494682011984),2
https://www.domain.com.au/3402-63-la-trobe-street-melbourne-vic-3000-16579541,3402/63 La Trobe Street Melbourne VIC 3000,[-37.8082025 144.9693999],2,2,-1,950.0,POINT (144.97291711643737 -37.81104082118253),POINT (144.96903307818343 -37.80808981021469),2
https://www.domain.com.au/1203-63-la-trobe-street-melbourne-vic-3000-16473764,1203/63 La Trobe Street Melbourne VIC 3000,[-37.8080736 144.9695946],2,2,-1,950.0,POINT (144.97291711643737 -37.81104082118253),POINT (144.96903307818343 -37.80808981021469),2
https://www.domain.com.au/56-33-la-trobe-street-melbourne-vic-3000-16521822,56/33/ La Trobe Street Melbourne VIC 3000,[-37.8079019 144.9703422],3,1,1,950.0,POINT (144.97291711643737 -37.81104082118253),POINT (144.97027183632594 -37.807642870508104),2
https://www.domain.com.au/5915-228-la-trobe-street-melbourne-vic-3000-15410532,5915/228 La Trobe Street Melbourne VIC 3000,[-37.8096052 144.962371 ],2,2,1,950.0,POINT (144.96259988493512 -37.809925809549725),POINT (144.96347108512063 -37.80963384947673),1
https://www.domain.com.au/2301-618-lonsdale-street-melbourne-vic-3000-16636810,2301/618 Lonsdale Street Melbourne VIC 3000,[-37.8144145 144.9539107],3,2,1,95000.0,POINT (144.9556597971247 -37.81196781995968),POINT (144.95231682609315 -37.81494682011984),2
https://www.domain.com.au/1904-63-la-trobe-street-melbourne-vic-3000-16633707,1904/63 La Trobe Street Melbourne VIC 3000,[-37.8080736 144.9695946],2,2,-1,940.0,POINT (144.97291711643737 -37.81104082118253),POINT (144.96903307818343 -37.80808981021469),2
https://www.domain.com.au/1604-63-la-trobe-street-melbourne-vic-3000-16478740,1604/63 La Trobe Street Melbourne VIC 3000,[-37.8082025 144.9693999],2,2,-1,940.0,POINT (144.97291711643737 -37.81104082118253),POINT (144.96903307818343 -37.80808981021469),2
https://www.domain.com.au/1707-620-collins-st-melbourne-vic-3000-12874895,1707/620 Collins St Melbourne VIC 3000,[-37.818837 144.954343],2,1,1,930.0,POINT (144.9514168232869 -37.81792285015357),POINT (144.95409810961937 -37.81875382025247),2
https://www.domain.com.au/3201-483-swanston-street-melbourne-vic-3000-16604697,3201/483 Swanston Street Melbourne VIC 3000,[-37.8072179 144.9623358],3,2,-1,930.0,POINT (144.96259988493512 -37.809925809549725),POINT (144.96287384100484 -37.807785879290144),2
https://www.domain.com.au/3505-601-little-lonsdale-street-melbourne-vic-3000-16614513,3505/601 Little Lonsdale Street Melbourne VIC 3000,[-37.8137438 144.9536855],3,2,1,92500.0,POINT (144.9556597971247 -37.81196781995968),POINT (144.95373811325365 -37.81246687002762),2
https://www.domain.com.au/1304-63-la-trobe-street-melbourne-vic-3000-16621446,1304/63 La Trobe Street Melbourne VIC 3000,[-37.8080736 144.9695946],2,2,-1,920.0,POINT (144.97291711643737 -37.81104082118253),POINT (144.96903307818343 -37.80808981021469),2
https://www.domain.com.au/1404-63-la-trobe-street-melbourne-vic-3000-16630712,1404/63 La Trobe Street Melbourne VIC 3000,[-37.8080736 144.9695946],2,2,-1,920.0,POINT (144.97291711643737 -37.81104082118253),POINT (144.96903307818343 -37.80808981021469),2
https://www.domain.com.au/3908-639-lonsdale-st-melbourne-vic-3000-13351218,3908/639 Lonsdale St Melbourne VIC 3000,[-37.8152592 144.9534241],2,1,-1,920.0,POINT (144.9514168232869 -37.81792285015357),POINT (144.95238702615683 -37.81529980012705),3
https://www.domain.com.au/6102-370-queen-street-melbourne-vic-3000-16606267,6102/370 Queen Street Melbourne VIC 3000,[-37.8101314 144.9587648],2,2,1,92000.0,POINT (144.96259988493512 -37.809925809549725),POINT (144.95912804232498 -37.81099185978902),2
https://www.domain.com.au/2115-101-therry-st-melbourne-vic-3000-16528573,2115/101 Therry St Melbourne VIC 3000,[-37.8074149 144.9591227],2,2,-1,905.0,POINT (144.96259988493512 -37.809925809549725),POINT (144.95985487968525 -37.806876879394764),3
https://www.domain.com.au/72-99-spring-street-melbourne-vic-3000-16014037,72/99 Spring Street Melbourne VIC 3000,[-37.812531 144.973326],3,2,1,1500.0,POINT (144.97291711643737 -37.81104082118253),POINT (144.9734880768056 -37.81340287126446),2
https://www.domain.com.au/7809-228-la-trobe-street-melbourne-vic-3000-16615707,7809/228 La Trobe Street Melbourne VIC 3000,[-37.8096052 144.962371 ],2,2,-1,900.0,POINT (144.96259988493512 -37.809925809549725),POINT (144.96347108512063 -37.80963384947673),1
https://www.domain.com.au/6803-228-la-trobe-street-melbourne-vic-3000-16592608,6803/228 La Trobe Street Melbourne VIC 3000,[-37.8096052 144.962371 ],2,2,1,900.0,POINT (144.96259988493512 -37.809925809549725),POINT (144.96347108512063 -37.80963384947673),1
https://www.domain.com.au/407-8-sutherland-street-melbourne-vic-3000-16551850,407/8 Sutherland Street Melbourne VIC 3000,[-37.8113164 144.9609854],3,2,-1,895.0,POINT (144.96259988493512 -37.809925809549725),POINT (144.9617841259945 -37.81109184970908),2
https://www.domain.com.au/4301-618-lonsdale-street-melbourne-vic-3000-16565117,4301/618 Lonsdale Street Melbourne VIC 3000,[-37.8142509 144.9539845],3,2,1,900.0,POINT (144.9556597971247 -37.81196781995968),POINT (144.95231682609315 -37.81494682011984),2
https://www.domain.com.au/5602d-648-lonsdale-street-melbourne-vic-3000-16483020,5602D/648 Lonsdale Street Melbourne VIC 3000,[-37.8147531 144.952848 ],2,2,-1,900.0,POINT (144.9514168232869 -37.81792285015357),POINT (144.95231682609315 -37.81494682011984),3
https://www.domain.com.au/3401-23-mackenzie-street-melbourne-vic-3000-16658595,3401/23 MacKenzie Street Melbourne VIC 3000,[-37.8076799 144.9669603],2,2,1,890.0,POINT (144.96259988493512 -37.809925809549725),POINT (144.96854311882217 -37.8081718000971),2
https://www.domain.com.au/560-lonsdale-st-melbourne-vic-3000-16184413,560 Lonsdale St Melbourne VIC 3000,[-37.8140313 144.9556025],2,2,1,880.0,POINT (144.9556597971247 -37.81196781995968),POINT (144.95680495893518 -37.81244787996076),2
https://www.domain.com.au/4513d-648-lonsdale-street-melbourne-vic-3000-16556451,4513D/648 Lonsdale Street Melbourne VIC 3000,[-37.8147452 144.9528444],2,2,-1,880.0,POINT (144.9514168232869 -37.81792285015357),POINT (144.95231682609315 -37.81494682011984),3
https://www.domain.com.au/4508-371-little-lonsdale-street-melbourne-vic-3000-16622824,4508/371 Little Lonsdale Street Melbourne VIC 3000,[-37.8116241 144.9609753],2,2,-1,880.0,POINT (144.96259988493512 -37.809925809549725),POINT (144.9617841259945 -37.81109184970908),2
https://www.domain.com.au/7809-228-latrobe-street-melbourne-vic-3000-16653805,7809/228 Latrobe Street Melbourne VIC 3000,[-37.809615  144.9623021],2,2,-1,880.0,POINT (144.96259988493512 -37.809925809549725),POINT (144.96160196452496 -37.81027779962981),1
https://www.domain.com.au/5405-500-elizabeth-street-melbourne-vic-3000-16546822,5405/500 Elizabeth Street Melbourne VIC 3000,[-37.8072623 144.9602708],3,2,-1,880.0,POINT (144.96259988493512 -37.809925809549725),POINT (144.95985487968525 -37.806876879394764),2
https://www.domain.com.au/5905-500-elizabeth-street-melbourne-vic-3000-16589663,5905/500 Elizabeth Street Melbourne VIC 3000,[-37.8072623 144.9602708],3,2,-1,880.0,POINT (144.96259988493512 -37.809925809549725),POINT (144.95985487968525 -37.806876879394764),2
https://www.domain.com.au/6-09-228-la-trobe-street-melbourne-vic-3000-16655640,6*09/228 La Trobe Street Melbourne VIC 3000,[-37.809615  144.9623021],2,2,-1,875.0,POINT (144.96259988493512 -37.809925809549725),POINT (144.96160196452496 -37.81027779962981),1
https://www.domain.com.au/3716-228-la-trobe-street-melbourne-vic-3000-14951685,3716/228 La Trobe Street Melbourne VIC 3000,[-37.8096052 144.962371 ],2,2,1,875.0,POINT (144.96259988493512 -37.809925809549725),POINT (144.96347108512063 -37.80963384947673),1
https://www.domain.com.au/802-95-berkeley-street-melbourne-vic-3000-16596396,802/95 Berkeley Street Melbourne VIC 3000,[-37.8033781 144.9587815],3,2,2,870.0,POINT (144.96259988493512 -37.809925809549725),POINT (144.957668959583 -37.80213486921014),3
https://www.domain.com.au/3918-228-latrobe-street-melbourne-vic-3000-16609844,3918/228 Latrobe Street Melbourne VIC 3000,[-37.8096052 144.962371 ],2,2,-1,870.0,POINT (144.96259988493512 -37.809925809549725),POINT (144.96347108512063 -37.80963384947673),1
https://www.domain.com.au/4404-120-a-beckett-street-melbourne-vic-3000-melbourne-vic-3000-16568703,"4404/120 A'Beckett Street, Melbourne, VIC 3000 Melbourne VIC 3000",[-37.8093086 144.9597389],3,2,-1,900.0,POINT (144.96259988493512 -37.809925809549725),POINT (144.96112280409906 -37.810341879655546),2
https://www.domain.com.au/2601-318-russell-street-melbourne-vic-3000-14807103,2601/318 Russell Street Melbourne VIC 3000,[-37.8091709 144.966801 ],2,2,-1,860.0,POINT (144.96259988493512 -37.809925809549725),POINT (144.96610412307587 -37.808895849568906),2
https://www.domain.com.au/1001-133-russell-st-melbourne-vic-3000-16532678,1001/133 Russell St Melbourne VIC 3000,[-37.8133407 144.9681565],1,1,1,850.0,POINT (144.97291711643737 -37.81104082118253),POINT (144.9683598875971 -37.8127558603978),2
https://www.domain.com.au/1502-68-latrobe-street-melbourne-vic-3000-16528117,1502/68 Latrobe Street Melbourne VIC 3000,[-37.8083648 144.9667899],2,2,1,850.0,POINT (144.96259988493512 -37.809925809549725),POINT (144.96610412307587 -37.808895849568906),2
https://www.domain.com.au/7008-228-la-trobe-st-melbourne-vic-3000-16627648,7008/228 La Trobe St Melbourne VIC 3000,[-37.8096052 144.962371 ],2,1,-1,850.0,POINT (144.96259988493512 -37.809925809549725),POINT (144.96347108512063 -37.80963384947673),1
https://www.domain.com.au/1110d-648-lonsdale-street-melbourne-vic-3000-16560593,1110D/648 Lonsdale Street Melbourne VIC 3000,[-37.8147452 144.9528444],2,2,-1,850.0,POINT (144.9514168232869 -37.81792285015357),POINT (144.95231682609315 -37.81494682011984),3
https://www.domain.com.au/2204-23-mackenzie-street-melbourne-vic-3000-15283288,2204/23 Mackenzie Street Melbourne VIC 3000,[-37.8076799 144.9669603],2,2,-1,85000.0,POINT (144.96259988493512 -37.809925809549725),POINT (144.96854311882217 -37.8081718000971),2
